"Name","ID","Class","Entry","Symbol","EC","KO","Description"
"Fructose and mannose metabolism","hsa00051","Metabolism; Carbohydrate metabolism","5213","PFKM","2.7.1.11","K00850","phosphofructokinase, muscle"
"Fructose and mannose metabolism","hsa00051","Metabolism; Carbohydrate metabolism","5214","PFKP","2.7.1.11","K00850","phosphofructokinase, platelet"
"Fructose and mannose metabolism","hsa00051","Metabolism; Carbohydrate metabolism","5211","PFKL","2.7.1.11","K00850","phosphofructokinase, liver type"
"Fructose and mannose metabolism","hsa00051","Metabolism; Carbohydrate metabolism","2203","FBP1","3.1.3.11","K03841","fructose-bisphosphatase 1"
"Fructose and mannose metabolism","hsa00051","Metabolism; Carbohydrate metabolism","8789","FBP2","3.1.3.11","K03841","fructose-bisphosphatase 2"
"Fructose and mannose metabolism","hsa00051","Metabolism; Carbohydrate metabolism","5207","PFKFB1","3.1.3.46 2.7.1.105","K19028","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1"
"Fructose and mannose metabolism","hsa00051","Metabolism; Carbohydrate metabolism","5208","PFKFB2","3.1.3.46 2.7.1.105","K19029","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2"
"Fructose and mannose metabolism","hsa00051","Metabolism; Carbohydrate metabolism","5209","PFKFB3","3.1.3.46 2.7.1.105","K01103","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3"
"Fructose and mannose metabolism","hsa00051","Metabolism; Carbohydrate metabolism","5210","PFKFB4","3.1.3.46 2.7.1.105","K19030","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4"
"Fructose and mannose metabolism","hsa00051","Metabolism; Carbohydrate metabolism","57103","TIGAR","3.1.3.46","K14634","TP53 induced glycolysis regulatory phosphatase"
"Fructose and mannose metabolism","hsa00051","Metabolism; Carbohydrate metabolism","3795","KHK","2.7.1.3","K00846","ketohexokinase"
"Fructose and mannose metabolism","hsa00051","Metabolism; Carbohydrate metabolism","6652","SORD","1.1.1.14","K00008","sorbitol dehydrogenase"
"Fructose and mannose metabolism","hsa00051","Metabolism; Carbohydrate metabolism","231","AKR1B1","1.1.1.21","K00011","aldo-keto reductase family 1 member B"
"Fructose and mannose metabolism","hsa00051","Metabolism; Carbohydrate metabolism","57016","AKR1B10","1.1.1.21","K00011","aldo-keto reductase family 1 member B10"
"Fructose and mannose metabolism","hsa00051","Metabolism; Carbohydrate metabolism","230","ALDOC","4.1.2.13","K01623","aldolase, fructose-bisphosphate C"
"Fructose and mannose metabolism","hsa00051","Metabolism; Carbohydrate metabolism","226","ALDOA","4.1.2.13","K01623","aldolase, fructose-bisphosphate A"
"Fructose and mannose metabolism","hsa00051","Metabolism; Carbohydrate metabolism","229","ALDOB","4.1.2.13","K01623","aldolase, fructose-bisphosphate B"
"Fructose and mannose metabolism","hsa00051","Metabolism; Carbohydrate metabolism","7167","TPI1","5.3.1.1","K01803","triosephosphate isomerase 1"
"Fructose and mannose metabolism","hsa00051","Metabolism; Carbohydrate metabolism","26007","TKFC","4.6.1.15 2.7.1.29 2.7.1.28","K00863","triokinase and FMN cyclase"
"Galactose metabolism","hsa00052","Metabolism; Carbohydrate metabolism","130589","GALM","5.1.3.3","K01785","galactose mutarotase"
"Galactose metabolism","hsa00052","Metabolism; Carbohydrate metabolism","2584","GALK1","2.7.1.6","K00849","galactokinase 1"
"Galactose metabolism","hsa00052","Metabolism; Carbohydrate metabolism","2592","GALT","2.7.7.12","K00965","galactose-1-phosphate uridylyltransferase"
"Galactose metabolism","hsa00052","Metabolism; Carbohydrate metabolism","2582","GALE","5.1.3.2","K01784","UDP-galactose-4-epimerase"
"Galactose metabolism","hsa00052","Metabolism; Carbohydrate metabolism","7360","UGP2","2.7.7.9","K00963","UDP-glucose pyrophosphorylase 2"
"Galactose metabolism","hsa00052","Metabolism; Carbohydrate metabolism","5236","PGM1","5.4.2.2","K01835","phosphoglucomutase 1"
"Galactose metabolism","hsa00052","Metabolism; Carbohydrate metabolism","55276","PGM2","5.4.2.7 5.4.2.2","K15779","phosphoglucomutase 2"
"Galactose metabolism","hsa00052","Metabolism; Carbohydrate metabolism","3101","HK3","2.7.1.1","K00844","hexokinase 3"
"Galactose metabolism","hsa00052","Metabolism; Carbohydrate metabolism","3098","HK1","2.7.1.1","K00844","hexokinase 1"
"Galactose metabolism","hsa00052","Metabolism; Carbohydrate metabolism","3099","HK2","2.7.1.1","K00844","hexokinase 2"
"Galactose metabolism","hsa00052","Metabolism; Carbohydrate metabolism","80201","HKDC1","2.7.1.1","K00844","hexokinase domain containing 1"
"Galactose metabolism","hsa00052","Metabolism; Carbohydrate metabolism","2645","GCK","2.7.1.2","K12407","glucokinase"
"Galactose metabolism","hsa00052","Metabolism; Carbohydrate metabolism","2538","G6PC","3.1.3.9","K01084","glucose-6-phosphatase catalytic subunit"
"Galactose metabolism","hsa00052","Metabolism; Carbohydrate metabolism","57818","G6PC2","3.1.3.9","K01084","glucose-6-phosphatase catalytic subunit 2"
"Galactose metabolism","hsa00052","Metabolism; Carbohydrate metabolism","92579","G6PC3","3.1.3.9","K01084","glucose-6-phosphatase catalytic subunit 3"
"Galactose metabolism","hsa00052","Metabolism; Carbohydrate metabolism","2720","GLB1","3.2.1.23","K12309","galactosidase beta 1"
"Galactose metabolism","hsa00052","Metabolism; Carbohydrate metabolism","3938","LCT","3.2.1.62 3.2.1.108","K01229","lactase"
"Galactose metabolism","hsa00052","Metabolism; Carbohydrate metabolism","3906","LALBA","2.4.1.22","K00704","lactalbumin alpha"
"Galactose metabolism","hsa00052","Metabolism; Carbohydrate metabolism","2683","B4GALT1","2.4.1.- 2.4.1.38 2.4.1.90 2.4.1.22","K07966","beta-1,4-galactosyltransferase 1"
"Galactose metabolism","hsa00052","Metabolism; Carbohydrate metabolism","8704","B4GALT2","2.4.1.- 2.4.1.38 2.4.1.90 2.4.1.22","K07967","beta-1,4-galactosyltransferase 2"
"Galactose metabolism","hsa00052","Metabolism; Carbohydrate metabolism","2717","GLA","3.2.1.22","K01189","galactosidase alpha"
"Galactose metabolism","hsa00052","Metabolism; Carbohydrate metabolism","231","AKR1B1","1.1.1.21","K00011","aldo-keto reductase family 1 member B"
"Galactose metabolism","hsa00052","Metabolism; Carbohydrate metabolism","57016","AKR1B10","1.1.1.21","K00011","aldo-keto reductase family 1 member B10"
"Galactose metabolism","hsa00052","Metabolism; Carbohydrate metabolism","5213","PFKM","2.7.1.11","K00850","phosphofructokinase, muscle"
"Galactose metabolism","hsa00052","Metabolism; Carbohydrate metabolism","5214","PFKP","2.7.1.11","K00850","phosphofructokinase, platelet"
"Galactose metabolism","hsa00052","Metabolism; Carbohydrate metabolism","5211","PFKL","2.7.1.11","K00850","phosphofructokinase, liver type"
"Galactose metabolism","hsa00052","Metabolism; Carbohydrate metabolism","8972","MGAM","3.2.1.3 3.2.1.20","K12047","maltase-glucoamylase"
"Galactose metabolism","hsa00052","Metabolism; Carbohydrate metabolism","93432","MGAM2","3.2.1.3 3.2.1.20","K12047","maltase-glucoamylase 2 (putative)"
"Galactose metabolism","hsa00052","Metabolism; Carbohydrate metabolism","2548","GAA","3.2.1.20","K12316","glucosidase alpha, acid"
"Galactose metabolism","hsa00052","Metabolism; Carbohydrate metabolism","2595","GANC","3.2.1.20","K12317","glucosidase alpha, neutral C"
"Galactose metabolism","hsa00052","Metabolism; Carbohydrate metabolism","6476","SI","3.2.1.10 3.2.1.48","K01203","sucrase-isomaltase"
"Ascorbate and aldarate metabolism","hsa00053","Metabolism; Carbohydrate metabolism","7358","UGDH","1.1.1.22","K00012","UDP-glucose 6-dehydrogenase"
"Ascorbate and aldarate metabolism","hsa00053","Metabolism; Carbohydrate metabolism","10941","UGT2A1","2.4.1.17","K00699","UDP glucuronosyltransferase family 2 member A1 complex locus"
"Ascorbate and aldarate metabolism","hsa00053","Metabolism; Carbohydrate metabolism","79799","UGT2A3","2.4.1.17","K00699","UDP glucuronosyltransferase family 2 member A3"
"Ascorbate and aldarate metabolism","hsa00053","Metabolism; Carbohydrate metabolism","7367","UGT2B17","2.4.1.17","K00699","UDP glucuronosyltransferase family 2 member B17"
"Ascorbate and aldarate metabolism","hsa00053","Metabolism; Carbohydrate metabolism","10720","UGT2B11","2.4.1.17","K00699","UDP glucuronosyltransferase family 2 member B11"
"Ascorbate and aldarate metabolism","hsa00053","Metabolism; Carbohydrate metabolism","54490","UGT2B28","2.4.1.17","K00699","UDP glucuronosyltransferase family 2 member B28"
"Ascorbate and aldarate metabolism","hsa00053","Metabolism; Carbohydrate metabolism","54578","UGT1A6","2.4.1.17","K00699","UDP glucuronosyltransferase family 1 member A6"
"Ascorbate and aldarate metabolism","hsa00053","Metabolism; Carbohydrate metabolism","54657","UGT1A4","2.4.1.17","K00699","UDP glucuronosyltransferase family 1 member A4"
"Ascorbate and aldarate metabolism","hsa00053","Metabolism; Carbohydrate metabolism","54658","UGT1A1","2.4.1.17","K00699","UDP glucuronosyltransferase family 1 member A1"
"Ascorbate and aldarate metabolism","hsa00053","Metabolism; Carbohydrate metabolism","54659","UGT1A3","2.4.1.17","K00699","UDP glucuronosyltransferase family 1 member A3"
"Ascorbate and aldarate metabolism","hsa00053","Metabolism; Carbohydrate metabolism","7365","UGT2B10","2.4.1.17","K00699","UDP glucuronosyltransferase family 2 member B10"
"Ascorbate and aldarate metabolism","hsa00053","Metabolism; Carbohydrate metabolism","54600","UGT1A9","2.4.1.17","K00699","UDP glucuronosyltransferase family 1 member A9"
"Ascorbate and aldarate metabolism","hsa00053","Metabolism; Carbohydrate metabolism","7364","UGT2B7","2.4.1.17","K00699","UDP glucuronosyltransferase family 2 member B7"
"Ascorbate and aldarate metabolism","hsa00053","Metabolism; Carbohydrate metabolism","54575","UGT1A10","2.4.1.17","K00699","UDP glucuronosyltransferase family 1 member A10"
"Ascorbate and aldarate metabolism","hsa00053","Metabolism; Carbohydrate metabolism","54576","UGT1A8","2.4.1.17","K00699","UDP glucuronosyltransferase family 1 member A8"
"Ascorbate and aldarate metabolism","hsa00053","Metabolism; Carbohydrate metabolism","54579","UGT1A5","2.4.1.17","K00699","UDP glucuronosyltransferase family 1 member A5"
"Ascorbate and aldarate metabolism","hsa00053","Metabolism; Carbohydrate metabolism","7366","UGT2B15","2.4.1.17","K00699","UDP glucuronosyltransferase family 2 member B15"
"Ascorbate and aldarate metabolism","hsa00053","Metabolism; Carbohydrate metabolism","54577","UGT1A7","2.4.1.17","K00699","UDP glucuronosyltransferase family 1 member A7"
"Ascorbate and aldarate metabolism","hsa00053","Metabolism; Carbohydrate metabolism","7363","UGT2B4","2.4.1.17","K00699","UDP glucuronosyltransferase family 2 member B4"
"Ascorbate and aldarate metabolism","hsa00053","Metabolism; Carbohydrate metabolism","574537","UGT2A2","2.4.1.17","K00699","UDP glucuronosyltransferase family 2 member A2"
"Ascorbate and aldarate metabolism","hsa00053","Metabolism; Carbohydrate metabolism","55586","MIOX","1.13.99.1","K00469","myo-inositol oxygenase"
"Ascorbate and aldarate metabolism","hsa00053","Metabolism; Carbohydrate metabolism","9104","RGN","3.1.1.17","K01053","regucalcin"
"Ascorbate and aldarate metabolism","hsa00053","Metabolism; Carbohydrate metabolism","217","ALDH2","1.2.1.3","K00128","aldehyde dehydrogenase 2 family (mitochondrial)"
"Ascorbate and aldarate metabolism","hsa00053","Metabolism; Carbohydrate metabolism","224","ALDH3A2","1.2.1.3","K00128","aldehyde dehydrogenase 3 family member A2"
"Ascorbate and aldarate metabolism","hsa00053","Metabolism; Carbohydrate metabolism","219","ALDH1B1","1.2.1.3","K00128","aldehyde dehydrogenase 1 family member B1"
"Ascorbate and aldarate metabolism","hsa00053","Metabolism; Carbohydrate metabolism","501","ALDH7A1","1.2.1.3 1.2.1.8 1.2.1.31","K14085","aldehyde dehydrogenase 7 family member A1"
"Ascorbate and aldarate metabolism","hsa00053","Metabolism; Carbohydrate metabolism","223","ALDH9A1","1.2.1.3 1.2.1.47","K00149","aldehyde dehydrogenase 9 family member A1"
"Fatty acid biosynthesis","hsa00061","Metabolism; Lipid metabolism","31","ACACA","6.3.4.14 6.4.1.2","K11262","acetyl-CoA carboxylase alpha"
"Fatty acid biosynthesis","hsa00061","Metabolism; Lipid metabolism","32","ACACB","6.3.4.14 6.4.1.2","K01946","acetyl-CoA carboxylase beta"
"Fatty acid biosynthesis","hsa00061","Metabolism; Lipid metabolism","27349","MCAT","2.3.1.39","K00645","malonyl-CoA-acyl carrier protein transacylase"
"Fatty acid biosynthesis","hsa00061","Metabolism; Lipid metabolism","2194","FASN","2.3.1.85","K00665","fatty acid synthase"
"Fatty acid biosynthesis","hsa00061","Metabolism; Lipid metabolism","54995","OXSM","2.3.1.179","K09458","3-oxoacyl-ACP synthase, mitochondrial"
"Fatty acid biosynthesis","hsa00061","Metabolism; Lipid metabolism","55301","OLAH","3.1.2.21","K01071","oleoyl-ACP hydrolase"
"Fatty acid biosynthesis","hsa00061","Metabolism; Lipid metabolism","23305","ACSL6","6.2.1.3","K01897","acyl-CoA synthetase long-chain family member 6"
"Fatty acid biosynthesis","hsa00061","Metabolism; Lipid metabolism","2182","ACSL4","6.2.1.3","K01897","acyl-CoA synthetase long-chain family member 4"
"Fatty acid biosynthesis","hsa00061","Metabolism; Lipid metabolism","2180","ACSL1","6.2.1.3","K01897","acyl-CoA synthetase long-chain family member 1"
"Fatty acid biosynthesis","hsa00061","Metabolism; Lipid metabolism","51703","ACSL5","6.2.1.3","K01897","acyl-CoA synthetase long-chain family member 5"
"Fatty acid biosynthesis","hsa00061","Metabolism; Lipid metabolism","2181","ACSL3","6.2.1.3","K01897","acyl-CoA synthetase long-chain family member 3"
"Fatty acid biosynthesis","hsa00061","Metabolism; Lipid metabolism","23205","ACSBG1","6.2.1.3","K15013","acyl-CoA synthetase bubblegum family member 1"
"Fatty acid biosynthesis","hsa00061","Metabolism; Lipid metabolism","81616","ACSBG2","6.2.1.3","K15013","acyl-CoA synthetase bubblegum family member 2"
"Fatty acid elongation","hsa00062","Metabolism; Lipid metabolism","10449","ACAA2","2.3.1.16","K07508","acetyl-CoA acyltransferase 2"
"Fatty acid elongation","hsa00062","Metabolism; Lipid metabolism","3032","HADHB","2.3.1.16","K07509","hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), beta subunit"
"Fatty acid elongation","hsa00062","Metabolism; Lipid metabolism","3033","HADH","1.1.1.35","K00022","hydroxyacyl-CoA dehydrogenase"
"Fatty acid elongation","hsa00062","Metabolism; Lipid metabolism","3030","HADHA","1.1.1.211 4.2.1.17","K07515","hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit"
"Fatty acid elongation","hsa00062","Metabolism; Lipid metabolism","1892","ECHS1","4.2.1.17","K07511","enoyl-CoA hydratase, short chain 1"
"Fatty acid elongation","hsa00062","Metabolism; Lipid metabolism","51102","MECR","1.3.1.38","K07512","mitochondrial trans-2-enoyl-CoA reductase"
"Fatty acid elongation","hsa00062","Metabolism; Lipid metabolism","5538","PPT1","3.1.2.22","K01074","palmitoyl-protein thioesterase 1"
"Fatty acid elongation","hsa00062","Metabolism; Lipid metabolism","9374","PPT2","3.1.2.22","K01074","palmitoyl-protein thioesterase 2"
"Fatty acid elongation","hsa00062","Metabolism; Lipid metabolism","64834","ELOVL1","2.3.1.199","K10247","ELOVL fatty acid elongase 1"
"Fatty acid elongation","hsa00062","Metabolism; Lipid metabolism","54898","ELOVL2","2.3.1.199","K10205","ELOVL fatty acid elongase 2"
"Fatty acid elongation","hsa00062","Metabolism; Lipid metabolism","83401","ELOVL3","2.3.1.199","K10248","ELOVL fatty acid elongase 3"
"Fatty acid elongation","hsa00062","Metabolism; Lipid metabolism","6785","ELOVL4","2.3.1.199","K10249","ELOVL fatty acid elongase 4"
"Fatty acid elongation","hsa00062","Metabolism; Lipid metabolism","60481","ELOVL5","2.3.1.199","K10244","ELOVL fatty acid elongase 5"
"Fatty acid elongation","hsa00062","Metabolism; Lipid metabolism","79071","ELOVL6","2.3.1.199","K10203","ELOVL fatty acid elongase 6"
"Fatty acid elongation","hsa00062","Metabolism; Lipid metabolism","79993","ELOVL7","2.3.1.199","K10250","ELOVL fatty acid elongase 7"
"Fatty acid elongation","hsa00062","Metabolism; Lipid metabolism","51144","HSD17B12","1.1.1.330 1.1.1.62","K10251","hydroxysteroid 17-beta dehydrogenase 12"
"Fatty acid elongation","hsa00062","Metabolism; Lipid metabolism","201562","HACD2","4.2.1.134","K10703","3-hydroxyacyl-CoA dehydratase 2"
"Fatty acid elongation","hsa00062","Metabolism; Lipid metabolism","9200","HACD1","4.2.1.134","K10703","3-hydroxyacyl-CoA dehydratase 1"
"Fatty acid elongation","hsa00062","Metabolism; Lipid metabolism","401494","HACD4","4.2.1.134","K10703","3-hydroxyacyl-CoA dehydratase 4"
"Fatty acid elongation","hsa00062","Metabolism; Lipid metabolism","51495","HACD3","4.2.1.134","K10703","3-hydroxyacyl-CoA dehydratase 3"
"Fatty acid elongation","hsa00062","Metabolism; Lipid metabolism","9524","TECR","1.3.1.93","K10258","trans-2,3-enoyl-CoA reductase"
"Fatty acid elongation","hsa00062","Metabolism; Lipid metabolism","122970","ACOT4","3.1.2.2","K01068","acyl-CoA thioesterase 4"
"Fatty acid elongation","hsa00062","Metabolism; Lipid metabolism","10965","ACOT2","3.1.2.2","K01068","acyl-CoA thioesterase 2"
"Fatty acid elongation","hsa00062","Metabolism; Lipid metabolism","641371","ACOT1","3.1.2.2","K01068","acyl-CoA thioesterase 1"
"Fatty acid elongation","hsa00062","Metabolism; Lipid metabolism","11332","ACOT7","3.1.2.2","K17360","acyl-CoA thioesterase 7"
"Fatty acid degradation","hsa00071","Metabolism; Lipid metabolism","39","ACAT2","2.3.1.9","K00626","acetyl-CoA acetyltransferase 2"
"Fatty acid degradation","hsa00071","Metabolism; Lipid metabolism","38","ACAT1","2.3.1.9","K00626","acetyl-CoA acetyltransferase 1"
"Fatty acid degradation","hsa00071","Metabolism; Lipid metabolism","30","ACAA1","2.3.1.16","K07513","acetyl-CoA acyltransferase 1"
"Fatty acid degradation","hsa00071","Metabolism; Lipid metabolism","10449","ACAA2","2.3.1.16","K07508","acetyl-CoA acyltransferase 2"
"Fatty acid degradation","hsa00071","Metabolism; Lipid metabolism","3032","HADHB","2.3.1.16","K07509","hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), beta subunit"
"Fatty acid degradation","hsa00071","Metabolism; Lipid metabolism","3033","HADH","1.1.1.35","K00022","hydroxyacyl-CoA dehydrogenase"
"Fatty acid degradation","hsa00071","Metabolism; Lipid metabolism","3030","HADHA","1.1.1.211 4.2.1.17","K07515","hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit"
